id,school_id,iern,batches_name,year_received,sources_fund,ecart_laptops,ecart_tablets,ecart_tv,charging_condition,remarks,created_at
6567,301968,2026-24478,eLearning Cart Package,2022,DepEd (DCP),46,0,1,Functional,"Package Includes:
46 Units Laptop
1 Smart TV
2 Routers
2 Charging Carts

4 units have hardware problem (not charging, defective LCD) and was already replaced. ",2026-04-18 12:22:48.436410+00:00
6619,302071,2026-25131,2022-02,2022,DepEd (DCP),46,0,1,Functional,,2026-04-19 07:17:26.085129+00:00
7597,303162,2026-33167,DCP BATCH 2022-01,2024,DepEd (DCP),46,0,1,Functional,"ROUTER - 2
EXTERNAL HARD DRIVE - 1
FLASH DRIVE - 1
STORAGE CART - 2
HEADPHONES - 46
BAGS - 46",2026-04-25 12:16:04.215078+00:00
6671,304673,2026-02390,HAIER LAPTOPS,2022,DepEd (DCP),0,50,0,Functional,"30 ARE FUNCTIONAL 5 ARE RAZED BY FIRE,  15 ARE NOT FUNCTIONAL",2026-04-20 00:35:02.583473+00:00
6672,304673,2026-02390,BATCH 2024-01E LEARNING PACKAGES 1 PACKAGE,2024,DepEd (DCP),46,0,0,Functional,4 ARE NOT FUNCTIONAL,2026-04-20 00:35:02.591334+00:00
6733,502061,2026-13477,Batch,2024,DepEd (DCP),47,0,0,Functional,"Headphone, wireless",2026-04-20 02:18:41.900410+00:00
6811,301286,2026-18260,e learning Cart Package,2019,DepEd (DCP),1,0,1,Functional,,2026-04-20 03:40:11.815711+00:00
6812,301286,2026-18260,e learning Cart Package,2023,DepEd (DCP),46,0,1,Functional,,2026-04-20 03:40:11.822946+00:00
6940,303967,2026-39209,DCP 2019-02,2019,DepEd (DCP),1,50,0,Functional,,2026-04-20 06:15:12.264773+00:00
6941,303967,2026-39209,DCP Batch 2020,2024,DepEd (DCP),45,0,1,Functional,,2026-04-20 06:15:12.275203+00:00
6948,308020,2026-19065,22,2024,DepEd (DCP),46,0,0,Functional,,2026-04-20 06:17:37.529862+00:00
6958,501690,2026-03784,e-Learning Carts,2024,DepEd (DCP),46,0,1,Functional,"Router, Charging Carts and External Hard Drive",2026-04-20 06:24:32.661734+00:00
6959,314105,2026-20761,eLearning Cart Package,2023,DepEd (DCP),101,0,0,Functional,"No headphones,  2 modem routers",2026-04-20 06:24:53.063493+00:00
7078,304859,2026-03781,Batch 20,2017,DepEd (DCP),1,50,1,Functional,,2026-04-20 09:51:27.675203+00:00
4114,300156,2026-09375,Batch 2023-01/E-Learning Cart Package,2024,DepEd (DCP),46,0,1,Functional,,2026-04-14 02:17:59.190565+00:00
5214,306066,2026-32546,Batch 44,2023,DepEd (DCP),46,0,1,Functional,,2026-04-15 02:22:48.992042+00:00
4116,500042,2026-32342,eLearning Cart Package,2019,DepEd (DCP),0,70,0,Functional,,2026-04-14 02:19:00.947737+00:00
4117,501989,2026-44932,Batch 2024,2024,DepEd (DCP),47,0,1,Functional,,2026-04-14 02:19:20.529131+00:00
4118,305240,2026-02127,DCP BATCH 33,2018,DepEd (DCP),2,0,0,Non-Functional,"7 units PRODESK 490 G2 MT, HPV193 LED Backlit Monitor, HP Keyboard and Mouse @ 29, 020.00/unit

42 units Ncomputing M300 (good for 3 connections) 2,755.00/unit

42 Terminal access HP V1938 LED backlit, Monitor and HP keyboard and mouse and Logitech Headset @ 5620.00/unit

7 units UPS - Emerson 1000VA @ 5,187.00/unit

7 units AVR SVC 1000 @ 2,754.00/unit

4 units TP Link TL-SG1016D Switch @ 2,681.00/unit

7 units Netwroking peripherals @ 8,485.00/unit

1 unit Edifier M1370 Speaker @ 1349.00/unit

2 units HP 240 G4 Laptop, optical mouse and USB Laptop Cooler w/ laptop bag with sling @ 22,586.00/ unit

2 units EPSON EB-X04 Projector; 70 x 70 
Projector screen @ 26,855.00/unit

Liteon Ebau108 External HD",2026-04-14 02:20:49.462274+00:00
4119,305240,2026-02127,DCP Batch 2018-01,2019,DepEd (DCP),1,50,0,Non-Functional,"2 units CHARGING/Storage Car: PIXPRO @ 24139.88/unit

Wireless Router: LINKSYS EA7500 @ 2251.55/unit",2026-04-14 02:20:49.470605+00:00
4120,305240,2026-02127,DCP Batch 2020,2021,DepEd (DCP),4,0,0,Functional,,2026-04-14 02:20:49.475712+00:00
4121,305240,2026-02127,DCP Batch 2022-01,2022,DepEd (DCP),46,0,1,Functional,"Router: TP-LINK Archr AX12

Storage Cart: CDG-B1

External HD: Silicon Power Armor A62",2026-04-14 02:20:49.482181+00:00
7189,302316,2026-27009,2022-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-21 01:57:44.118294+00:00
4123,320504,2026-07530,2024-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-14 02:22:25.935603+00:00
4125,302654,2026-29941,BATCH 2022-01,2022,DepEd (DCP),46,0,1,Functional,2 ROUTERS AND 2 CHARGING CART,2026-04-14 02:23:09.676014+00:00
4126,129441,2026-42640,DOST,2024,Other,0,0,0,Functional,none,2026-04-14 02:23:24.741226+00:00
4127,304243,2026-41954,BATCH 2022-01: ELEARNING CART PACKAGE,2025,DepEd (DCP),46,0,1,Functional,,2026-04-14 02:23:38.447423+00:00
4128,318803,2026-00826,IT equipment,2019,DepEd (DCP),0,0,0,Functional,,2026-04-14 02:26:06.258355+00:00
4140,303013,2026-32227,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,"Routers, Headset, USB Flash Drive and Lacie STJJ5000400 Rugged Mini 5TB, Acer Optical Wireless Mouse w/ Bluetooth with Mouse pad",2026-04-14 02:32:09.087264+00:00
4130,107921,2026-16806,Profuturo,2019,Private Donor / NGO,0,50,0,Functional,,2026-04-14 02:28:02.712501+00:00
4131,302207,2026-26085,BATCH 2024-01,2024,DepEd (DCP),45,0,1,Functional,,2026-04-14 02:28:40.788306+00:00
4132,314901,2026-39285,Batch 41,2018,DepEd (DCP),0,50,0,Functional,,2026-04-14 02:29:31.463949+00:00
4133,314901,2026-39285,Batch 44,2018,DepEd (DCP),0,50,0,Functional,,2026-04-14 02:29:31.469848+00:00
4153,300221,2026-09230,Batch 2023-01,2023,DepEd (DCP),50,0,2,Functional,"2 routers, 50 mouse/ mouse pad, 2 TV leg stand, 2 remote control with battery, 50 laptop bag",2026-04-14 02:37:13.275654+00:00
4136,302473,2026-28691,Batch 2019,2020,DepEd (DCP),51,0,1,Functional,"Router, Headphones, DVD/CD Writer, Printer, Mouse",2026-04-14 02:30:44.949061+00:00
4137,302473,2026-28691,Batch 2023,2024,DepEd (DCP),46,0,1,Functional,"Routers, Headphones, External HDD, Flash Drive recovery, Mouse",2026-04-14 02:30:44.958332+00:00
4138,312916,2026-34666,Batch 2025,2024,DepEd (DCP),46,0,1,Functional,"2 TP Link Routers, 1 External Storage Device, 46 Bags, 46 Wireless Mouse, 46 Headset and 2 Charging Carts",2026-04-14 02:31:10.519510+00:00
5544,303401,2026-34983,Batch 23 ,2024,DepEd (DCP),46,0,1,Functional,"External Hard Drive, USB Flash Drive, Modern/Router, Mouse and Headset with Microphone",2026-04-15 07:03:43.520683+00:00
4142,136403,2026-02193,2022,2023,DepEd (DCP),45,0,1,Functional,,2026-04-14 02:34:39.198554+00:00
4143,500453,2026-39807,DCP,2023,DepEd (DCP),46,0,0,Functional,,2026-04-14 02:34:40.084781+00:00
4145,305862,2026-35006,DCP 2023-BATCH 01,2025,DepEd (DCP),46,0,1,Functional,"Laptop Bag, Headphones, Wireless Mouse and Mouse Pad",2026-04-14 02:35:48.824665+00:00
4146,301660,2026-05927,DCP BATCH 36,2018,DepEd (DCP),0,0,0,Non-Functional,NOT FUNCTIONAL NEED REPAIR,2026-04-14 02:35:49.035450+00:00
4147,301660,2026-05927,DCP BATCH 38,2021,DepEd (DCP),0,0,0,Non-Functional,14 FUNCTIONAL                                                                 37 NOT FUNCTIONAL,2026-04-14 02:35:49.043218+00:00
4148,301660,2026-05927,LOT # 4 E-TEXBOOK,2019,DepEd (DCP),0,40,0,Non-Functional,MOST OF THE UNITS ARE NOT FUNCTIONAL                           THE LCD ARE BROKEN,2026-04-14 02:35:49.049411+00:00
4149,301660,2026-05927,DCP MEDICAL TRANSCRIPTION,2019,DepEd (DCP),25,0,0,Non-Functional,24 FUNCTIONAL                                                                              1 NOT FUNCTIONAL,2026-04-14 02:35:49.054670+00:00
4150,305517,2026-42644,Batch 2022,2024,DepEd (DCP),46,0,1,Functional,,2026-04-14 02:35:55.387698+00:00
4151,325504,2026-38869,Batch 2018-01,2018,DepEd (DCP),0,50,0,Non-Functional,For disposal,2026-04-14 02:36:42.627509+00:00
4152,325504,2026-38869,Batch 2022-01,2022,DepEd (DCP),46,0,0,Functional,,2026-04-14 02:36:42.637129+00:00
5545,303401,2026-34983,Batch 2024,2024,DepEd (DCP),46,0,1,Functional,"External Hard Drive, USB Flash Drive, Modern/Router, Mouse and Headset with Microphone. ",2026-04-15 07:03:43.527159+00:00
4155,303799,2026-21438,FY 2022 eLC,2022,DepEd (DCP),46,0,1,Functional,"Storage/charging carts
2 wireless router
Smart tv
Printer ",2026-04-14 02:39:50.807998+00:00
5546,303401,2026-34983,Batch 41,2018,DepEd (DCP),1,50,0,Functional,"Printer, Host Mini PC, UPS, Mouse, Mouse Pad, Cooler, Wireless Router, Monitor, Keyboard and Mouse. ",2026-04-15 07:03:43.532259+00:00
4157,305626,2026-04855,E-Learning Cart Package,2024,DepEd (DCP),46,0,1,Functional,"Wireless Router, External Hardrive, Headset, mouse",2026-04-14 02:42:28.094206+00:00
4158,305626,2026-04855,Laptop for Teaching,2024,DepEd (DCP),5,0,0,Functional,"Headphone, mouse",2026-04-14 02:42:28.100627+00:00
4159,303483,2026-36410,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,"Router, Storage Cart, Hard Drive, Flash Drive",2026-04-14 02:43:01.831688+00:00
1134,300506,2026-11371,DCP 2022,2022,DepEd (DCP),46,0,1,Functional,"Routers, Storage",2026-04-09 00:51:36.036103+00:00
4162,107062,2026-16186,G4-G6 ICT Package,2019,DepEd (DCP),1,50,1,Functional,,2026-04-14 02:46:28.459269+00:00
4163,304335,2026-42461,Batch 44,2023,DepEd (DCP),46,0,1,Functional,2 router external hardrive 1,2026-04-14 02:47:17.689921+00:00
4184,502350,2026-41331,Batch 2022-01 Learning Cart Package,2024,DepEd (DCP),46,0,5,Functional,"Headphone, Mouse",2026-04-14 02:58:03.204070+00:00
2403,301765,2026-06462,Batch 2023-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-10 09:56:20.350820+00:00
4124,303083,2026-32011,2022-01,2024,DepEd (DCP),56,7,1,Functional,,2026-04-14 02:22:46.949809+00:00
4160,501499,2026-29386,E- LEARNING PACKAGE,2024,DepEd (DCP),46,0,1,Functional,"2 CHARGING CARTS
2 ROUTER
1 EXT. DRIVE",2026-04-14 02:43:56.559992+00:00
4164,304237,2026-42000,FY 2023 ELEARNING CART,2025,DepEd (DCP),46,0,1,Functional,,2026-04-14 02:47:19.784845+00:00
7190,317905,2026-03845,E-Textbooks 2018-01,2020,DepEd (DCP),1,50,0,Functional,Wireless Router,2026-04-21 01:59:45.200035+00:00
5397,300484,2026-11201,Batch 2023-01,2024,DepEd (DCP),46,0,1,Functional,"Package include 2 router, 1 external drive, 2 charging cart, 1 flas drive",2026-04-15 04:41:02.659671+00:00
4167,303480,2026-36364,DCP 22,2022,DepEd (DCP),46,0,1,Functional,"Routers, Headset, External Hard Drive, Flash Drive",2026-04-14 02:48:44.128416+00:00
4168,300973,2026-15392,Batch 36,2024,DepEd (DCP),46,0,1,Functional,"Backpack, Wireless Mouse, Headphone, USB Recovery Flash Drive, TV Mount, HDMI Cable, Media Player, TP-Link Archer router, External Drive",2026-04-14 02:48:52.381629+00:00
4169,305975,2026-07354,TNE LT CART 24AC CHARGING CART,2024,DepEd (DCP),46,0,0,Functional,with complete charger,2026-04-14 02:51:45.298205+00:00
4170,302062,2026-24089,Batch 2022,2024,DepEd (DCP),46,0,1,Functional,"Router, mouse, headphones",2026-04-14 02:52:09.530881+00:00
4171,302062,2026-24089,Batch 2024,2024,DepEd (DCP),46,0,1,Functional,"Routers, Headphones, mouse",2026-04-14 02:52:09.537564+00:00
4172,302559,2026-29217,IT Package,2019,DepEd (DCP),1,50,0,Functional,,2026-04-14 02:52:25.706865+00:00
4173,302559,2026-29217,Batch 22,2024,DepEd (DCP),46,0,1,Functional,"TP Link Archer AX12, Silicon Power Armor A60",2026-04-14 02:52:25.713716+00:00
4174,311018,2026-28767,2022-01,2024,DepEd (DCP),46,0,1,Functional,"Charging carts, Wireless Router, External HDD",2026-04-14 02:53:12.379132+00:00
4175,130348,2026-44137,42,2018,DepEd (DCP),1,45,0,Functional,,2026-04-14 02:53:47.234421+00:00
4176,500490,2026-38538,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,"Routers, mouse, headsets",2026-04-14 02:53:51.413701+00:00
4177,115389,2026-27663,Batch 2023,2023,DepEd (DCP),4,0,0,Functional,Headphones ,2026-04-14 02:54:15.598330+00:00
4178,115389,2026-27663,Laptop for teaching ,2024,DepEd (DCP),5,0,0,Functional,,2026-04-14 02:54:15.604924+00:00
4179,115389,2026-27663,SMART TV,2025,DepEd (DCP),0,0,5,Functional,,2026-04-14 02:54:15.611109+00:00
5547,303401,2026-34983,DCP 2018,2019,DepEd (DCP),1,50,0,Functional,Wireless Router,2026-04-15 07:03:43.538305+00:00
4186,307809,2026-17882,1,2024,DepEd (DCP),46,0,1,Functional,"Routers, HDD, Smart TV",2026-04-14 03:01:10.905462+00:00
4192,301638,2026-05239,Batch 33,2020,DepEd (DCP),2,0,0,Non-Functional,,2026-04-14 03:05:20.726105+00:00
4193,301638,2026-05239,Batch 36,2019,DepEd (DCP),2,0,0,Non-Functional,,2026-04-14 03:05:20.732134+00:00
7191,317905,2026-03845,E-Learning Cart Package Batch 2023-01,2024,DepEd (DCP),46,0,1,Functional,Wireless Router and External Hard Drive,2026-04-21 01:59:45.208354+00:00
5752,303030,2026-32854,Batch 2018-1 (E-TB),2018,DepEd (DCP),0,50,0,Functional,,2026-04-15 10:21:23.687260+00:00
6622,313398,2026-34936,DCP,2022,DepEd (DCP),46,0,1,Functional,"EXTERNAL HARD DRIVE, 2PCS STORAGE CART, 2PCS ROUTER",2026-04-19 07:26:50.174129+00:00
6623,313398,2026-34936,DCP,2024,DepEd (DCP),5,0,0,Functional,"1PC FLASH DRIVE,",2026-04-19 07:26:50.180011+00:00
6625,300872,2026-15065,batch 2020,2020,DepEd (DCP),1,50,0,Functional,,2026-04-19 07:49:40.664830+00:00
5870,104844,2026-13624,2021,2021,DepEd (DCP),5,0,0,Functional,Hard Drives,2026-04-15 16:30:40.312431+00:00
5983,302178,2026-25594,BATCH 36,2018,DepEd (DCP),2,0,0,Non-Functional,,2026-04-16 03:07:32.809626+00:00
5984,302178,2026-25594,BATCH 41,2018,DepEd (DCP),1,50,1,Non-Functional,,2026-04-16 03:07:32.815546+00:00
5985,302178,2026-25594,BATCH 2019,2020,DepEd (DCP),1,50,0,Non-Functional,,2026-04-16 03:07:32.821328+00:00
5986,302178,2026-25594,BATCH 2020,2023,DepEd (DCP),1,0,1,Non-Functional,,2026-04-16 03:07:32.827541+00:00
5987,302178,2026-25594,BATCH 2022,2024,DepEd (DCP),46,0,1,Functional,,2026-04-16 03:07:32.837665+00:00
5988,302595,2026-30690,Batch,2025,DepEd (DCP),53,0,0,Functional,,2026-04-16 03:08:43.331151+00:00
5997,305121,2026-00847,2022-01,2024,DepEd (DCP),46,0,1,Functional,"Router - TP-LINK Archer AX12 , External Hard Drive - SILICON Power Armor A62 , Flash Drive (Recovery Disk)",2026-04-16 03:24:37.544658+00:00
6072,501586,2026-10986,Batch 44,2024,DepEd (DCP),46,0,1,Functional,,2026-04-16 05:37:15.073932+00:00
6365,500746,2026-38840,Batch 23 ,2023,DepEd (DCP),46,0,4,Functional,"Routers, head sets mouse ",2026-04-17 04:29:28.270279+00:00
6175,302947,2026-32176,BATCH 2018-1 (E-TB),2018,DepEd (DCP),0,50,0,Non-Functional,,2026-04-16 08:02:10.664284+00:00
6872,308045,2026-19115,BATCH 34,2024,DepEd (DCP),46,0,0,Functional,,2026-04-20 04:41:08.382788+00:00
6076,302442,2026-28715,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,"Router, External Hard Drive, Flash Drive",2026-04-16 05:38:12.732705+00:00
6281,502097,2026-08445,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-17 01:44:48.838396+00:00
6296,501400,2026-40974,Batch 2022-01,2024,DepEd (DCP),0,0,0,Functional,,2026-04-17 02:29:31.344550+00:00
6361,315506,2026-40973,Dcp- batch 2023-01 ( pixpro chargestation Max CSTN- 25 MX Cart,2024,DepEd (DCP),46,0,1,Functional,"2 Routers
46 head set
46 mouse
",2026-04-17 04:21:17.673434+00:00
6439,501866,2026-40216,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-17 08:31:22.190403+00:00
6443,301946,2026-24571,DCP-Batch 2024-02,2024,DepEd (DCP),46,0,1,Functional,15 laptops are no longer functional,2026-04-17 08:48:50.080928+00:00
5709,300906,2026-14860,Batch 2022-02: Elearning Cart  Package,2022,DepEd (DCP),46,0,1,Functional,"Router, headset and wireless mouse",2026-04-15 09:17:53.713730+00:00
4180,304321,2026-42573,Batch 41,2018,DepEd (DCP),0,50,0,Functional,There are 30 units unserviceable,2026-04-14 02:55:29.245724+00:00
4181,304321,2026-42573,Batch Lot 7:E TEXTBOOKS,2019,DepEd (DCP),0,50,0,Functional,"39 Functional
1 missing
10 unserviceable",2026-04-14 02:55:29.251720+00:00
4182,304321,2026-42573,LAPTOP HAIER BYM45-21311,2024,DepEd (DCP),46,0,0,Functional,,2026-04-14 02:55:29.258171+00:00
6675,302389,2026-28150,DEPED DCP,2025,DepEd (DCP),46,50,1,Functional,"20 LAPTOPS NEED MINOR REPAIR, 50 TABLETS TOTALLY DAMAGED, 50 DESKTOPS TOTALLY DAMAGED",2026-04-20 01:00:11.136231+00:00
6734,302333,2026-26856,Batch 41,2018,DepEd (DCP),1,50,0,Functional,,2026-04-20 02:19:06.896720+00:00
6735,302333,2026-26856,Batch 2018-1,2018,DepEd (DCP),0,50,0,Functional,,2026-04-20 02:19:06.902872+00:00
6736,302333,2026-26856,Batch 2023-1,2023,DepEd (DCP),46,0,1,Functional,,2026-04-20 02:19:06.908527+00:00
6800,317903,2026-03922,2019-Batch36-006,2019,DepEd (DCP),46,0,1,Functional,,2026-04-20 03:35:58.063286+00:00
6801,317903,2026-03922,BATCH 2022-01-01,2022,DepEd (DCP),46,0,1,Functional,,2026-04-20 03:35:58.073106+00:00
6947,304136,2026-40946,38,2021,DepEd (DCP),50,0,1,Functional,"Router, Headphones, AVR",2026-04-20 06:16:43.109866+00:00
7020,304741,2026-02709,Batch 2023-01: eLearning Cart Package,2024,DepEd (DCP),46,0,1,Functional,"2 unit Routers
1 unit HDD
2 unit Charge Station",2026-04-20 07:44:25.776313+00:00
7085,300491,2026-11105,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,Router,2026-04-20 10:08:47.890871+00:00
4185,119345,2026-33430,BATCH 1,2019,DepEd (DCP),1,38,1,Functional,"carrying bag, external DVD writer, TP link router, V cart, printer, wireless mouse",2026-04-14 03:00:06.788341+00:00
4187,112990,2026-24639,DEPED ACER,2024,DepEd (DCP),2,0,0,Functional,,2026-04-14 03:02:31.865767+00:00
4188,301960,2026-23817,01,2022,DepEd (DCP),55,0,2,Functional,1 unit of laptop non-functional,2026-04-14 03:03:08.002431+00:00
4206,303883,2026-22469,Lot 6 IT Package Etextbook,2020,DepEd (DCP),1,23,0,Functional,,2026-04-14 03:14:47.935143+00:00
4207,303883,2026-22469,DepEd TVL Lot 3 (Mindanao) TVL Tools and Equipment,2019,DepEd (DCP),0,0,0,Functional,"15 units Desktop in good condition and 10 units unserviceable
1 unit printer unserviceable",2026-04-14 03:14:47.941148+00:00
4208,303883,2026-22469,Batch 2019-02 JHS/SHS ICT Package Lot 6,2021,DepEd (DCP),51,0,1,Functional,,2026-04-14 03:14:47.946975+00:00
4209,303883,2026-22469,DCP 2023/03 laptop for teaching,2024,DepEd (DCP),10,0,0,Functional,,2026-04-14 03:14:47.951660+00:00
4210,303883,2026-22469,Batch 2023-01 eLearning cart package,2025,DepEd (DCP),46,0,1,Functional,,2026-04-14 03:14:47.956741+00:00
6444,304336,2026-42509,DCP2022-01-E-LEARNING CART,2022,DepEd (DCP),45,0,1,Functional,2 Routers,2026-04-17 09:03:48.603662+00:00
6445,304336,2026-42509,DCP2023-01-E-LEARNING CART,2024,DepEd (DCP),45,0,1,Functional,Routers,2026-04-17 09:03:48.610536+00:00
5548,305453,2026-06818,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,"includes 
charging carts (2)
external hdd (1)
wireless router (1)
laptop bags (46)
accessories (46)
flash drive (1)",2026-04-15 07:04:02.960545+00:00
5549,305453,2026-06818,Batch 2023-01,2024,DepEd (DCP),46,0,1,Functional,"includes:
charging carts (2)
external hdd (1)
wireless router (1)
flash drive (1)
laptop bags (46)
accessories (46)",2026-04-15 07:04:02.966371+00:00
7193,304588,2026-45171,DCP Package,2024,DepEd (DCP),46,0,0,Functional,,2026-04-21 02:07:22.520944+00:00
6509,324405,2026-04198,Batch 44,2024,DepEd (DCP),40,0,0,Functional,,2026-04-17 22:12:15.768499+00:00
6569,306181,2026-34905,Batch 56,2024,DepEd (DCP),46,0,0,Functional,Heaphones,2026-04-18 13:20:49.591597+00:00
6624,501869,2026-40245,E-205,2024,DepEd (DCP),46,0,0,Functional,,2026-04-19 07:39:28.726472+00:00
5754,305173,2026-01474,Batch 2018,2018,DepEd (DCP),1,50,2,Functional,Routers,2026-04-15 10:36:00.158396+00:00
5755,305173,2026-01474,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,"Router, External Drive",2026-04-15 10:36:00.167341+00:00
5756,305173,2026-01474,Batch 2023-01,2024,DepEd (DCP),46,0,1,Functional,"Router, External Hard Drive",2026-04-15 10:36:00.174191+00:00
6626,340131,2026-01718,41,2023,DepEd (DCP),41,0,3,Functional,Headphoges,2026-04-19 07:55:53.076151+00:00
7194,304588,2026-45171,2019 Tablet,2019,DepEd (DCP),0,20,0,Non-Functional,,2026-04-21 02:07:22.526963+00:00
7192,300642,2026-12279,DCP2023-ELC-CL2-SV-0120,2023,DepEd (DCP),46,0,0,Functional,"Headphones, mouse, bag, charger",2026-04-21 02:07:21.355069+00:00
7322,500641,2026-27013,2023-01: eLEARNING CART PACKAGE,2024,DepEd (DCP),46,0,1,Functional,,2026-04-21 07:00:30.121624+00:00
5217,126863,2026-41308,Batch 40,2018,DepEd (DCP),1,0,0,Non-Functional,"Projector, Soundblaster Speaker, Mouse, Sling Bag",2026-04-15 02:24:09.484145+00:00
5218,126863,2026-41308,DCP for Learners with Disabilities 2024,2024,DepEd (DCP),8,0,0,Functional,"backpack, mouse, headphones, Flashdrives",2026-04-15 02:24:09.494577+00:00
5219,126863,2026-41308,DCP 2023,2023,DepEd (DCP),0,0,5,Functional,Hard Drives,2026-04-15 02:24:09.506193+00:00
5220,126863,2026-41308,DCP BATCH 2024-03 LAPTOP FOR TEACHING,2024,DepEd (DCP),5,0,0,Functional,"Mouse, headsets, chargers, bag",2026-04-15 02:24:09.511578+00:00
5871,304642,2026-45541,batch 24,2024,DepEd (DCP),76,40,0,Functional,,2026-04-15 17:23:28.020586+00:00
5989,305810,2026-14044,Batch 2023-01,2024,DepEd (DCP),46,0,1,Functional,"2 units wireless router: tenda RX
1 unit external Hard Drive",2026-04-16 03:11:44.987860+00:00
6073,311031,2026-29163,DCP 2020: Multimedia Package,2022,DepEd (DCP),1,0,1,Non-Functional,Includes portable speaker with lapel mic,2026-04-16 05:37:56.067209+00:00
6074,311031,2026-29163,2018-01: (Etextbook) under Fy2018 DepED Computerization Program (DCP),2019,DepEd (DCP),1,50,0,Functional,includes wireless router,2026-04-16 05:37:56.072982+00:00
6075,311031,2026-29163,Batch 44,2018,DepEd (DCP),0,50,1,Functional,,2026-04-16 05:37:56.080433+00:00
6174,300357,2026-09899,eLearning Cart Package,2024,DepEd (DCP),46,0,0,Functional,"Routers, Headsets, mouse, bags",2026-04-16 08:01:52.823937+00:00
7406,308046,2026-18960,Batch 2022-01,2024,DepEd (DCP),46,0,0,Functional,,2026-04-22 02:49:24.552187+00:00
6364,502525,2026-10595,Batch ,2024,DepEd (DCP),46,0,1,Functional,"Routers, Projector Screen",2026-04-17 04:23:05.917703+00:00
1034,300457,2026-10941,eCart package,2023,DepEd (DCP),46,0,0,Functional,,2026-04-08 12:54:48.919067+00:00
